1.46724e-172;1.4121e-156;1.24276e-140;9.08109e-125;1.80937e-109;1.26093e-110;4.33068e-110;1.17709e-109;1.62572e-109;1.71956e-109;1.18371e-109;3.64931e-110;3.4857e-110;1.54741e-109;4.23875e-109;6.74938e-109;8.44768e-109;8.86977e-109;7.91157e-109;6.7681e-109;5.31199e-109;3.63873e-109;1.90978e-109;1.05598e-109;2.13003e-110;-4.25456e-124;-1.09453e-110;-1.22615e-110;-2.76119e-110;-2.1391e-110;-6.29104e-110;-8.97998e-110;-6.75576e-110;7.26212e-110;2.21405e-109;3.32888e-109;3.06797e-109;2.31199e-109;1.47503e-109;1.47399e-109;2.08745e-109;2.67775e-109;2.35125e-109;1.35324e-109;9.65215e-100;-6.03259e-97;-1.86886e-115;-2.16564e-135;-2.41848e-156;-4.34853e-178
1.34668e-150;1.18521e-134;8.69495e-119;3.45812e-103;-2.18568e-87;4.77666e-88;1.15307e-87;2.29304e-87;3.37407e-87;3.99643e-87;3.16859e-87;1.90216e-87;1.61248e-87;2.93985e-87;6.07129e-87;8.8838e-87;1.05893e-86;1.08045e-86;1.00511e-86;8.32501e-87;5.92811e-87;3.38654e-87;9.70683e-88;-3.54458e-88;-7.43648e-88;-2.54493e-101;5.31765e-88;1.1821e-87;1.29908e-87;1.16012e-87;4.5675e-88;1.75994e-88;2.29127e-88;1.59005e-87;3.14711e-87;4.15033e-87;3.35922e-87;2.01955e-87;8.27415e-88;7.20281e-88;1.88169e-87;3.07084e-87;4.03108e-87;4.03031e-87;2.85964e-83;-7.31967e-81;-2.36572e-99;-2.84888e-119;-3.30455e-140;-6.19126e-162
2.45483e-129;1.80095e-113;7.19114e-98;-9.0726e-82;-1.60067e-65;1.96244e-66;4.4475e-66;7.7249e-66;1.16238e-65;1.39721e-65;1.17705e-65;8.42894e-66;7.38748e-66;1.06719e-65;1.75695e-65;2.39488e-65;2.72957e-65;2.73267e-65;2.64138e-65;2.14088e-65;1.41189e-65;6.61274e-66;9.85649e-68;-4.13337e-66;-3.63099e-66;-3.3735e-80;2.92542e-66;5.71188e-66;6.69801e-66;5.62807e-66;3.80007e-66;3.28717e-66;3.49469e-66;5.85956e-66;8.99078e-66;1.0109e-65;7.2982e-66;3.02486e-66;-2.14948e-68;-2.99009e-67;3.40816e-66;7.738e-66;1.33857e-65;1.68611e-65;2.04725e-65;-8.44763e-65;-2.87046e-83;-3.60628e-103;-4.34711e-124;-4.84476e-146
5.98096e-109;2.38822e-93;-3.02501e-77;-1.06541e-60;-1.04906e-44;1.04738e-45;2.29534e-45;3.71125e-45;5.55541e-45;6.58282e-45;5.90252e-45;4.77925e-45;4.44068e-45;5.71772e-45;7.80083e-45;9.89741e-45;1.08035e-44;1.07168e-44;1.05067e-44;8.41463e-45;5.24704e-45;2.01908e-45;-5.71137e-46;-2.44387e-45;-1.80744e-45;6.84532e-60;1.73101e-45;3.07577e-45;3.66832e-45;3.05211e-45;2.51956e-45;2.44195e-45;2.71422e-45;3.14747e-45;3.86504e-45;3.56419e-45;2.23019e-45;3.16116e-46;-7.9273e-46;-7.63933e-46;8.78695e-46;3.26714e-45;6.64222e-45;9.56274e-45;1.16014e-44;-9.15064e-49;-3.3128e-67;-4.3757e-87;-5.50284e-108;2.08593e-126
9.74393e-90;-1.23422e-73;-4.3639e-57;-8.59388e-41;-7.08065e-25;6.30277e-26;1.32751e-25;2.05872e-25;2.96296e-25;3.4193e-25;3.30364e-25;2.98884e-25;2.96127e-25;3.51513e-25;4.13779e-25;4.84119e-25;5.07598e-25;5.02258e-25;4.81673e-25;3.82551e-25;2.28722e-25;7.34521e-26;-4.48443e-26;-1.28049e-25;-8.93613e-26;3.44383e-40;1.02634e-25;1.70564e-25;2.03379e-25;1.77478e-25;1.70416e-25;1.77063e-25;2.00156e-25;1.95926e-25;1.91843e-25;1.38621e-25;6.60465e-26;-2.63423e-26;-7.14412e-26;-5.6943e-26;2.64788e-26;1.798e-25;3.88378e-25;6.03211e-25;7.42793e-25;-9.07723e-33;-3.58843e-51;-5.04991e-71;-6.67678e-92;3.90436e-108
-8.95255e-88;-5.06463e-66;-2.07221e-45;-4.42541e-26;-1.06406e-08;-0.212477;-0.379893;-0.479134;-0.510976;-0.547317;-0.604544;-0.611299;-0.466022;-0.127651;0.323296;0.788398;1.14195;1.35848;1.44279;1.35889;1.13626;0.845392;0.541392;0.263617;0.0986925;-1.61541e-16;-0.0811065;-0.183029;-0.299901;-0.423348;-0.462483;-0.379258;-0.155763;0.161778;0.520569;0.789262;0.910911;0.876233;0.757895;0.596496;0.407029;0.201654;0.00260847;-0.150299;-0.23267;-7.8045e-17;-3.54579e-35;-5.44805e-55;-7.67441e-76;-1.70232e-97
-6.18104e-88;-4.26382e-66;-1.80467e-45;-3.90582e-26;-9.46227e-09;-0.23054;-0.416465;-0.533195;-0.582857;-0.626793;-0.679875;-0.676198;-0.522976;-0.185625;0.260388;0.715038;1.06221;1.27084;1.34575;1.2647;1.05787;0.791152;0.51433;0.264478;0.106416;4.24601e-16;-0.0997914;-0.223047;-0.362099;-0.496164;-0.541846;-0.457849;-0.229093;0.101167;0.471618;0.758951;0.900857;0.8908;0.791259;0.644217;0.465755;0.268553;0.0773955;-0.0710977;-0.150928;-6.78114e-17;-3.18338e-35;-4.99013e-55;-7.13601e-76;-1.60293e-97
-3.83383e-89;-2.70645e-66;-1.30856e-45;-2.98021e-26;-7.42902e-09;-0.259672;-0.477429;-0.624219;-0.705193;-0.76398;-0.808788;-0.785527;-0.621046;-0.291526;0.140195;0.575688;0.915758;1.12096;1.19075;1.12271;0.948288;0.723452;0.48955;0.278828;0.124476;-3.38917e-16;-0.129724;-0.283022;-0.449329;-0.593298;-0.645969;-0.56047;-0.325755;0.01667;0.397436;0.710093;0.885574;0.919277;0.855262;0.731553;0.567415;0.379362;0.196294;0.0525384;-0.0249121;-5.08051e-17;-2.55202e-35;-4.15987e-55;-6.12928e-76;-1.41264e-97
9.06698e-88;-5.11987e-67;-6.73327e-46;-1.85352e-26;-5.00341e-09;-0.288608;-0.539713;-0.721158;-0.842399;-0.922967;-0.96185;-0.920995;-0.747988;-0.43281;-0.0234475;0.388112;0.724935;0.93706;1.01498;0.980131;0.857002;0.684721;0.494549;0.317806;0.153952;5.40229e-16;-0.161562;-0.337154;-0.518229;-0.657197;-0.707457;-0.621346;-0.38905;-0.0438562;0.336862;0.669874;0.879819;0.960658;0.932904;0.831361;0.67802;0.496986;0.319866;0.180756;0.105056;-3.15859e-17;-1.8084e-35;-3.14204e-55;-4.83703e-76;-1.15419e-97
2.00748e-87;2.10699e-66;7.46464e-47;-5.95705e-27;-2.51705e-09;-0.309352;-0.586625;-0.800979;-0.963529;-1.06873;-1.10405;-1.04888;-0.87525;-0.58699;-0.214754;0.164806;0.500262;0.731888;0.835305;0.848855;0.786121;0.668097;0.51776;0.366541;0.186232;-9.50467e-17;-0.188594;-0.375332;-0.55343;-0.668847;-0.700248;-0.606104;-0.380777;-0.0489268;0.311355;0.64585;0.880669;1.00347;1.0081;0.923572;0.77375;0.5943;0.41961;0.2847;0.210801;-1.45703e-17;-1.10429e-35;-2.10928e-55;-3.42981e-76;-8.51575e-98
